'Elapsed time','ECG'
6.312,0.090
6.316,0.140
6.320,0.190
6.324,0.210
6.328,0.237
6.332,0.233
6.336,0.235
6.340,0.205
6.344,0.180
6.348,0.150
6.352,0.100
6.356,0.065
6.360,0.005
6.364,-0.037
6.368,-0.065
6.372,-0.105
6.376,-0.133
6.380,-0.135
6.384,-0.147
6.388,-0.172
6.392,-0.195
6.396,-0.203
6.400,-0.225
6.404,-0.225
6.408,-0.230
6.412,-0.230
6.416,-0.228
6.420,-0.217
6.424,-0.223
6.428,-0.228
6.432,-0.240
6.436,-0.240
6.440,-0.235
6.444,-0.235
6.448,-0.228
6.452,-0.212
6.456,-0.225
6.460,-0.242
6.464,-0.245
6.468,-0.245
6.472,-0.245
6.476,-0.237
6.480,-0.223
6.484,-0.223
6.488,-0.228
6.492,-0.245
6.496,-0.255
6.500,-0.255
6.504,-0.260
6.508,-0.253
6.512,-0.245
6.516,-0.242
6.520,-0.255
6.524,-0.240
6.528,-0.260
6.532,-0.278
6.536,-0.278
6.540,-0.282
6.544,-0.275
6.548,-0.268
6.552,-0.250
6.556,-0.258
6.560,-0.260
6.564,-0.260
6.568,-0.255
6.572,-0.268
6.576,-0.250
6.580,-0.258
6.584,-0.255
6.588,-0.247
6.592,-0.240
6.596,-0.250
6.600,-0.253
6.604,-0.258
6.608,-0.268
6.612,-0.255
6.616,-0.247
6.620,-0.235
6.624,-0.233
6.628,-0.242
6.632,-0.240
6.636,-0.245
6.640,-0.235
6.644,-0.230
6.648,-0.225
6.652,-0.217
6.656,-0.205
6.660,-0.205
6.664,-0.205
6.668,-0.200
6.672,-0.188
6.676,-0.188
6.680,-0.185
6.684,-0.180
6.688,-0.180
6.692,-0.172
6.696,-0.170
6.700,-0.165
6.704,-0.163
6.708,-0.172
6.712,-0.198
6.716,-0.203
6.720,-0.210
6.724,-0.220
6.728,-0.220
6.732,-0.210
6.736,-0.215
6.740,-0.207
6.744,-0.215
6.748,-0.220
6.752,-0.217
6.756,-0.235
6.760,-0.233
6.764,-0.242
6.768,-0.235
6.772,-0.237
6.776,-0.210
6.780,-0.205
6.784,-0.177
6.788,-0.182
6.792,-0.165
6.796,-0.142
6.800,-0.087
6.804,0.025
6.808,0.188
6.812,0.417
6.816,0.725
6.820,1.065
6.824,1.365
6.828,1.615
6.832,1.772
6.836,1.785
6.840,1.600
6.844,1.208
6.848,0.637
6.852,0.030
6.856,-0.407
6.860,-0.560
6.864,-0.475
6.868,-0.310
6.872,-0.188
6.876,-0.177
6.880,-0.203
6.884,-0.260
6.888,-0.307
6.892,-0.325
6.896,-0.323
6.900,-0.328
6.904,-0.330
6.908,-0.323
6.912,-0.320
6.916,-0.320
6.920,-0.310
6.924,-0.333
6.928,-0.340
6.932,-0.352
6.936,-0.352
6.940,-0.362
6.944,-0.365
6.948,-0.362
6.952,-0.355
6.956,-0.357
6.960,-0.365
6.964,-0.370
6.968,-0.360
6.972,-0.370
6.976,-0.372
6.980,-0.352
6.984,-0.355
6.988,-0.375
6.992,-0.372
6.996,-0.388
7.000,-0.385
7.004,-0.380
7.008,-0.380
7.012,-0.370
7.016,-0.357
7.020,-0.350
7.024,-0.347
7.028,-0.340
7.032,-0.305
7.036,-0.287
7.040,-0.245
7.044,-0.195
7.048,-0.147
7.052,-0.098
7.056,-0.040
7.060,0.003
7.064,0.055
7.068,0.095
7.072,0.140
7.076,0.177
7.080,0.215
7.084,0.242
7.088,0.253
7.092,0.228
7.096,0.200
7.100,0.145
7.104,0.110
7.108,0.068
7.112,0.025
7.116,-0.005
7.120,-0.045
7.124,-0.072
7.128,-0.117
7.132,-0.142
7.136,-0.165
7.140,-0.177
7.144,-0.177
7.148,-0.172
7.152,-0.185
7.156,-0.182
7.160,-0.200
7.164,-0.223
7.168,-0.223
7.172,-0.235
7.176,-0.220
7.180,-0.225
7.184,-0.203
7.188,-0.190
7.192,-0.195
7.196,-0.210
7.200,-0.215
7.204,-0.223
7.208,-0.237
7.212,-0.225
7.216,-0.212
7.220,-0.212
7.224,-0.215
7.228,-0.223
7.232,-0.235
7.236,-0.237
7.240,-0.247
7.244,-0.240
7.248,-0.228
7.252,-0.230
7.256,-0.237
7.260,-0.258
7.264,-0.250
7.268,-0.260
7.272,-0.255
7.276,-0.258
7.280,-0.253
7.284,-0.242
7.288,-0.245
7.292,-0.265
7.296,-0.265
7.300,-0.273
7.304,-0.263
7.308,-0.263
7.312,-0.258
7.316,-0.250
7.320,-0.237
7.324,-0.245
7.328,-0.253
7.332,-0.258
7.336,-0.265
7.340,-0.258
7.344,-0.242
7.348,-0.242
7.352,-0.230
7.356,-0.223
7.360,-0.228
7.364,-0.225
7.368,-0.237
7.372,-0.230
7.376,-0.233
7.380,-0.233
7.384,-0.217
7.388,-0.210
7.392,-0.207
7.396,-0.217
7.400,-0.225
7.404,-0.220
7.408,-0.217
7.412,-0.200
7.416,-0.193
7.420,-0.195
7.424,-0.182
7.428,-0.195
7.432,-0.205
7.436,-0.190
7.440,-0.180
7.444,-0.160
7.448,-0.150
7.452,-0.140
7.456,-0.142
7.460,-0.158
7.464,-0.145
7.468,-0.145
7.472,-0.135
7.476,-0.138
7.480,-0.145
7.484,-0.170
7.488,-0.172
7.492,-0.193
7.496,-0.193
7.500,-0.182
7.504,-0.172
7.508,-0.193
7.512,-0.177
7.516,-0.175
7.520,-0.180
7.524,-0.200
7.528,-0.217
7.532,-0.230
7.536,-0.235
7.540,-0.217
7.544,-0.200
7.548,-0.193
7.552,-0.177
7.556,-0.177
7.560,-0.177
7.564,-0.188
7.568,-0.170
7.572,-0.133
7.576,-0.075
7.580,0.007
7.584,0.140
7.588,0.323
7.592,0.547
7.596,0.848
7.600,1.157
7.604,1.445
7.608,1.660
7.612,1.808
7.616,1.758
7.620,1.510
7.624,1.022
7.628,0.393
7.632,-0.198
7.636,-0.545
7.640,-0.590
7.644,-0.445
7.648,-0.260
7.652,-0.150
7.656,-0.152
7.660,-0.215
7.664,-0.292
7.668,-0.328
7.672,-0.330
7.676,-0.320
7.680,-0.315
7.684,-0.297
7.688,-0.300
7.692,-0.310
7.696,-0.330
7.700,-0.333
7.704,-0.333
7.708,-0.343
7.712,-0.325
7.716,-0.320
7.720,-0.333
7.724,-0.333
7.728,-0.360
7.732,-0.350
7.736,-0.367
7.740,-0.365
7.744,-0.352
7.748,-0.355
7.752,-0.347
7.756,-0.360
7.760,-0.365
7.764,-0.380
7.768,-0.385
7.772,-0.370
7.776,-0.380
7.780,-0.370
7.784,-0.362
7.788,-0.372
7.792,-0.365
7.796,-0.383
7.800,-0.383
7.804,-0.378
7.808,-0.367
7.812,-0.345
7.816,-0.333
7.820,-0.305
7.824,-0.280
7.828,-0.263
7.832,-0.230
7.836,-0.188
7.840,-0.133
7.844,-0.080
7.848,-0.025
7.852,0.033
7.856,0.092
7.860,0.115
7.864,0.158
7.868,0.200
7.872,0.210
7.876,0.233
7.880,0.245
7.884,0.247
7.888,0.225
7.892,0.182
7.896,0.135
7.900,0.072
7.904,0.030
7.908,-0.007
7.912,-0.033
7.916,-0.060
7.920,-0.083
7.924,-0.117
7.928,-0.145
7.932,-0.165
7.936,-0.185
7.940,-0.190
7.944,-0.177
7.948,-0.185
7.952,-0.177
7.956,-0.177
7.960,-0.207
7.964,-0.205
7.968,-0.198
7.972,-0.200
7.976,-0.200
7.980,-0.193
7.984,-0.198
7.988,-0.195
7.992,-0.198
7.996,-0.198
8.000,-0.212
8.004,-0.215
8.008,-0.205
8.012,-0.203
8.016,-0.200
8.020,-0.200
8.024,-0.200
8.028,-0.212
8.032,-0.220
8.036,-0.230
8.040,-0.225
8.044,-0.217
8.048,-0.205
8.052,-0.198
8.056,-0.200
8.060,-0.210
8.064,-0.210
8.068,-0.228
8.072,-0.225
8.076,-0.225
8.080,-0.220
8.084,-0.215
8.088,-0.207
8.092,-0.230
8.096,-0.230
8.100,-0.233
8.104,-0.230
8.108,-0.223
8.112,-0.223
8.116,-0.210
8.120,-0.215
8.124,-0.207
8.128,-0.217
8.132,-0.225
8.136,-0.233
8.140,-0.233
8.144,-0.215
8.148,-0.205
8.152,-0.193
8.156,-0.198
8.160,-0.203
8.164,-0.212
8.168,-0.200
8.172,-0.210
8.176,-0.207
8.180,-0.190
8.184,-0.180
8.188,-0.182
8.192,-0.185
8.196,-0.190
8.200,-0.195
8.204,-0.200
8.208,-0.193
8.212,-0.185
8.216,-0.172
8.220,-0.158
8.224,-0.160
8.228,-0.163
8.232,-0.177
8.236,-0.193
8.240,-0.195
8.244,-0.172
8.248,-0.172
8.252,-0.155
8.256,-0.147
8.260,-0.128
8.264,-0.122
8.268,-0.120
8.272,-0.128
8.276,-0.128
8.280,-0.105
8.284,-0.087
8.288,-0.077
8.292,-0.090
8.296,-0.125
8.300,-0.168
8.304,-0.160
8.308,-0.170
8.312,-0.147
8.316,-0.135
8.320,-0.142
8.324,-0.142
8.328,-0.170
8.332,-0.182
8.336,-0.195
8.340,-0.188
8.344,-0.177
8.348,-0.158
8.352,-0.155
8.356,-0.140
8.360,-0.145
8.364,-0.140
8.368,-0.125
8.372,-0.090
8.376,-0.015
8.380,0.102
8.384,0.268
8.388,0.482
8.392,0.780
8.396,1.085
8.400,1.365
8.404,1.590
8.408,1.738
8.412,1.768
8.416,1.637
8.420,1.285
8.424,0.750
8.428,0.113
8.432,-0.390
8.436,-0.575
8.440,-0.507
8.444,-0.315
8.448,-0.172
8.452,-0.142
8.456,-0.193
8.460,-0.253
8.464,-0.318
8.468,-0.330
8.472,-0.333
8.476,-0.310
8.480,-0.297
8.484,-0.287
8.488,-0.297
8.492,-0.305
8.496,-0.330
8.500,-0.330
8.504,-0.333
8.508,-0.343
8.512,-0.333
8.516,-0.330
8.520,-0.333
8.524,-0.343
8.528,-0.335
8.532,-0.352
8.536,-0.360
8.540,-0.355
8.544,-0.352
8.548,-0.345
8.552,-0.340
8.556,-0.345
8.560,-0.355
8.564,-0.365
8.568,-0.360
8.572,-0.372
8.576,-0.378
8.580,-0.365
8.584,-0.367
8.588,-0.360
8.592,-0.383
8.596,-0.360
8.600,-0.383
8.604,-0.380
8.608,-0.380
8.612,-0.365
8.616,-0.360
8.620,-0.343
8.624,-0.340
8.628,-0.338
8.632,-0.310
8.636,-0.270
8.640,-0.242
8.644,-0.210
8.648,-0.163
8.652,-0.107
8.656,-0.052
8.660,-0.010
8.664,0.033
8.668,0.080
8.672,0.125
8.676,0.165
8.680,0.217
8.684,0.247
8.688,0.255
8.692,0.253
8.696,0.225
8.700,0.193
8.704,0.140
8.708,0.100
8.712,0.062
8.716,0.015
8.720,-0.018
8.724,-0.050
8.728,-0.090
8.732,-0.110
8.736,-0.128
8.740,-0.150
8.744,-0.155
8.748,-0.147
8.752,-0.155
8.756,-0.160
8.760,-0.170
8.764,-0.180
8.768,-0.177
8.772,-0.188
8.776,-0.185
8.780,-0.177
8.784,-0.168
8.788,-0.170
8.792,-0.180
8.796,-0.188
8.800,-0.188
8.804,-0.182
8.808,-0.185
8.812,-0.188
8.816,-0.175
8.820,-0.165
8.824,-0.175
8.828,-0.180
8.832,-0.200
8.836,-0.200
8.840,-0.193
8.844,-0.182
8.848,-0.188
8.852,-0.188
8.856,-0.198
8.860,-0.210
8.864,-0.215
8.868,-0.217
8.872,-0.220
8.876,-0.207
8.880,-0.207
8.884,-0.203
8.888,-0.203
8.892,-0.207
8.896,-0.220
8.900,-0.220
8.904,-0.220
8.908,-0.228
8.912,-0.220
8.916,-0.212
8.920,-0.198
8.924,-0.205
8.928,-0.200
8.932,-0.203
8.936,-0.205
8.940,-0.203
8.944,-0.200
8.948,-0.195
8.952,-0.193
8.956,-0.190
8.960,-0.180
8.964,-0.193
8.968,-0.200
8.972,-0.200
8.976,-0.200
8.980,-0.177
8.984,-0.155
8.988,-0.168
8.992,-0.160
8.996,-0.175
9.000,-0.177
9.004,-0.182
9.008,-0.175
9.012,-0.177
9.016,-0.160
9.020,-0.147
9.024,-0.170
9.028,-0.158
9.032,-0.172
9.036,-0.182
9.040,-0.177
9.044,-0.170
9.048,-0.158
9.052,-0.160
9.056,-0.147
9.060,-0.140
9.064,-0.140
9.068,-0.135
9.072,-0.130
9.076,-0.115
9.080,-0.117
9.084,-0.107
9.088,-0.085
9.092,-0.087
9.096,-0.090
9.100,-0.085
9.104,-0.105
9.108,-0.115
9.112,-0.125
9.116,-0.147
9.120,-0.147
9.124,-0.158
9.128,-0.135
9.132,-0.140
9.136,-0.147
9.140,-0.140
9.144,-0.140
9.148,-0.150
9.152,-0.150
9.156,-0.158
9.160,-0.160
9.164,-0.175
9.168,-0.177
9.172,-0.168
9.176,-0.152
9.180,-0.133
9.184,-0.117
9.188,-0.117
9.192,-0.107
9.196,-0.090
9.200,-0.055
9.204,0.022
9.208,0.150
9.212,0.315
9.216,0.545
9.220,0.838
9.224,1.125
9.228,1.365
9.232,1.558
9.236,1.702
9.240,1.778
9.244,1.712
9.248,1.448
9.252,0.990
9.256,0.405
9.260,-0.145
9.264,-0.470
9.268,-0.517
9.272,-0.378
9.276,-0.223
9.280,-0.128
9.284,-0.130
9.288,-0.190
9.292,-0.260
9.296,-0.297
9.300,-0.310
9.304,-0.292
9.308,-0.287
9.312,-0.280
9.316,-0.270
9.320,-0.287
9.324,-0.300
9.328,-0.315
9.332,-0.318
9.336,-0.330
9.340,-0.338
9.344,-0.333
9.348,-0.323
9.352,-0.328
9.356,-0.328
9.360,-0.347
9.364,-0.365
9.368,-0.367
9.372,-0.367
9.376,-0.370
9.380,-0.367
9.384,-0.360
9.388,-0.372
9.392,-0.378
9.396,-0.388
9.400,-0.395
9.404,-0.407
9.408,-0.412
9.412,-0.403
9.416,-0.390
9.420,-0.375
9.424,-0.385
9.428,-0.372
9.432,-0.370
9.436,-0.355
9.440,-0.335
9.444,-0.292
9.448,-0.253
9.452,-0.203
9.456,-0.158
9.460,-0.110
9.464,-0.058
9.468,-0.010
9.472,0.048
9.476,0.117
9.480,0.182
9.484,0.225
9.488,0.270
9.492,0.295
9.496,0.282
9.500,0.273
9.504,0.250
9.508,0.217
9.512,0.175
9.516,0.128
9.520,0.075
9.524,0.022
9.528,-0.015
9.532,-0.050
9.536,-0.083
9.540,-0.090
9.544,-0.105
9.548,-0.113
9.552,-0.128
9.556,-0.140
9.560,-0.152
9.564,-0.168
9.568,-0.160
9.572,-0.175
9.576,-0.172
9.580,-0.160
9.584,-0.170
9.588,-0.163
9.592,-0.165
9.596,-0.177
9.600,-0.170
9.604,-0.185
9.608,-0.182
9.612,-0.182
9.616,-0.175
9.620,-0.165
9.624,-0.170
9.628,-0.185
9.632,-0.185
9.636,-0.193
9.640,-0.198
9.644,-0.193
9.648,-0.182
9.652,-0.188
9.656,-0.188
9.660,-0.195
9.664,-0.210
9.668,-0.220
9.672,-0.220
9.676,-0.220
9.680,-0.212
9.684,-0.205
9.688,-0.207
9.692,-0.217
9.696,-0.228
9.700,-0.230
9.704,-0.228
9.708,-0.230
9.712,-0.225
9.716,-0.210
9.720,-0.210
9.724,-0.217
9.728,-0.230
9.732,-0.242
9.736,-0.230
9.740,-0.233
9.744,-0.228
9.748,-0.220
9.752,-0.207
9.756,-0.210
9.760,-0.200
9.764,-0.212
9.768,-0.217
9.772,-0.223
9.776,-0.220
9.780,-0.207
9.784,-0.182
9.788,-0.185
9.792,-0.190
9.796,-0.200
9.800,-0.207
9.804,-0.203
9.808,-0.203
9.812,-0.180
9.816,-0.182
9.820,-0.172
9.824,-0.172
9.828,-0.180
9.832,-0.188
9.836,-0.190
9.840,-0.195
9.844,-0.180
9.848,-0.165
9.852,-0.160
9.856,-0.165
9.860,-0.158
9.864,-0.168
9.868,-0.155
9.872,-0.152
9.876,-0.142
9.880,-0.122
9.884,-0.125
9.888,-0.122
9.892,-0.125
9.896,-0.120
9.900,-0.110
9.904,-0.107
9.908,-0.113
9.912,-0.120
9.916,-0.133
9.920,-0.147
9.924,-0.152
9.928,-0.150
9.932,-0.170
9.936,-0.145
9.940,-0.152
9.944,-0.152
9.948,-0.160
9.952,-0.165
9.956,-0.170
9.960,-0.200
9.964,-0.200
9.968,-0.200
9.972,-0.190
9.976,-0.177
9.980,-0.160
9.984,-0.147
9.988,-0.145
9.992,-0.142
9.996,-0.128
